n,q,sigma,scheme,trial,latency_us
512,8380417,3.2,lattice_only,110,512
512,8380417,3.2,hybrid,111,554
512,8380417,3.2,lattice_only,111,519
512,8380417,3.2,hybrid,112,548
512,8380417,3.2,lattice_only,112,584
512,8380417,3.2,hybrid,113,526
512,8380417,3.2,lattice_only,113,542
512,8380417,3.2,hybrid,114,526
512,8380417,3.2,lattice_only,114,554
512,8380417,3.2,hybrid,115,569
512,8380417,3.2,lattice_only,115,558
512,8380417,3.2,hybrid,116,616
512,8380417,3.2,lattice_only,116,511
512,8380417,3.2,hybrid,117,558
512,8380417,3.2,lattice_only,117,511
512,8380417,3.2,hybrid,118,555
512,8380417,3.2,lattice_only,118,545
512,8380417,3.2,hybrid,119,573
512,8380417,3.2,lattice_only,119,581
512,8380417,3.2,hybrid,120,523
512,8380417,3.2,lattice_only,120,541
512,8380417,3.2,hybrid,121,551
512,8380417,3.2,lattice_only,121,546
512,8380417,3.2,hybrid,122,529
512,8380417,3.2,lattice_only,122,561
512,8380417,3.2,hybrid,123,599
512,8380417,3.2,lattice_only,123,535
512,8380417,3.2,hybrid,124,559
512,8380417,3.2,lattice_only,124,512
512,8380417,3.2,hybrid,125,553
512,8380417,3.2,lattice_only,125,516
512,8380417,3.2,hybrid,126,548
512,8380417,3.2,lattice_only,126,562
512,8380417,3.2,hybrid,127,575
512,8380417,3.2,lattice_only,127,543
512,8380417,3.2,hybrid,128,547
512,8380417,3.2,lattice_only,128,540
512,8380417,3.2,hybrid,129,544
512,8380417,3.2,lattice_only,129,534
512,8380417,3.2,hybrid,130,567
512,8380417,3.2,lattice_only,130,539
512,8380417,3.2,hybrid,131,591
512,8380417,3.2,lattice_only,131,532
512,8380417,3.2,hybrid,132,570
512,8380417,3.2,lattice_only,132,518
512,8380417,3.2,hybrid,133,568
512,8380417,3.2,lattice_only,133,557
512,8380417,3.2,hybrid,134,544
512,8380417,3.2,lattice_only,134,541
512,8380417,3.2,hybrid,135,539
512,8380417,3.2,lattice_only,135,554
512,8380417,3.2,hybrid,136,554
512,8380417,3.2,lattice_only,136,555
512,8380417,3.2,hybrid,137,592
512,8380417,3.2,lattice_only,137,512
512,8380417,3.2,hybrid,138,553
512,8380417,3.2,lattice_only,138,537
512,8380417,3.2,hybrid,139,580
512,8380417,3.2,lattice_only,139,534
512,8380417,3.2,hybrid,140,547
512,8380417,3.2,lattice_only,140,556
512,8380417,3.2,hybrid,141,548
512,8380417,3.2,lattice_only,141,549
512,8380417,3.2,hybrid,142,524
512,8380417,3.2,lattice_only,142,559
512,8380417,3.2,hybrid,143,548
512,8380417,3.2,lattice_only,143,535
512,8380417,3.2,hybrid,144,611
512,8380417,3.2,lattice_only,144,536
512,8380417,3.2,hybrid,145,562
512,8380417,3.2,lattice_only,145,532
512,8380417,3.2,hybrid,146,553
512,8380417,3.2,lattice_only,146,530
512,8380417,3.2,hybrid,147,551
512,8380417,3.2,lattice_only,147,602
512,8380417,3.2,hybrid,148,554
512,8380417,3.2,lattice_only,148,549
512,8380417,3.2,hybrid,149,525
512,8380417,3.2,lattice_only,149,564
512,8380417,3.2,hybrid,150,530
512,8380417,3.2,lattice_only,150,557
512,8380417,3.2,hybrid,151,600
512,8380417,3.2,lattice_only,151,536
512,8380417,3.2,hybrid,152,556
512,8380417,3.2,lattice_only,152,534
512,8380417,3.2,hybrid,153,548
512,8380417,3.2,lattice_only,153,541
512,8380417,3.2,hybrid,154,574
512,8380417,3.2,lattice_only,154,580
512,8380417,3.2,hybrid,155,524
512,8380417,3.2,lattice_only,155,547
512,8380417,3.2,hybrid,156,554
512,8380417,3.2,lattice_only,156,551
512,8380417,3.2,hybrid,157,542
512,8380417,3.2,lattice_only,157,565
512,8380417,3.2,hybrid,158,623
512,8380417,3.2,lattice_only,158,532
512,8380417,3.2,hybrid,159,580
512,8380417,3.2,lattice_only,159,523
512,8380417,3.2,hybrid,160,556
512,8380417,3.2,lattice_only,160,519
512,8380417,3.2,hybrid,161,549
512,8380417,3.2,lattice_only,161,584
512,8380417,3.2,hybrid,162,529
512,8380417,3.2,lattice_only,162,557
512,8380417,3.2,hybrid,163,530
512,8380417,3.2,lattice_only,163,560
512,8380417,3.2,hybrid,164,553
512,8380417,3.2,lattice_only,164,538
512,8380417,3.2,hybrid,165,600
512,8380417,3.2,lattice_only,165,512
512,8380417,3.2,hybrid,166,578
512,8380417,3.2,lattice_only,166,537
512,8380417,3.2,hybrid,167,590
512,8380417,3.2,lattice_only,167,565
512,8380417,3.2,hybrid,168,549
512,8380417,3.2,lattice_only,168,546
512,8380417,3.2,hybrid,169,525
512,8380417,3.2,lattice_only,169,535
512,8380417,3.2,hybrid,170,548
512,8380417,3.2,lattice_only,170,555
512,8380417,3.2,hybrid,171,557
512,8380417,3.2,lattice_only,171,536
512,8380417,3.2,hybrid,172,562
512,8380417,3.2,lattice_only,172,516
512,8380417,3.2,hybrid,173,548
512,8380417,3.2,lattice_only,173,525
512,8380417,3.2,hybrid,174,549
512,8380417,3.2,lattice_only,174,542
512,8380417,3.2,hybrid,175,524
512,8380417,3.2,lattice_only,175,600
512,8380417,3.2,hybrid,176,552
512,8380417,3.2,lattice_only,176,560
512,8380417,3.2,hybrid,177,530
512,8380417,3.2,lattice_only,177,549
512,8380417,3.2,hybrid,178,568
512,8380417,3.2,lattice_only,178,510
512,8380417,3.2,hybrid,179,593
512,8380417,3.2,lattice_only,179,531
512,8380417,3.2,hybrid,180,553
512,8380417,3.2,lattice_only,180,534
512,8380417,3.2,hybrid,181,548
512,8380417,3.2,lattice_only,181,520
512,8380417,3.2,hybrid,182,542
512,8380417,3.2,lattice_only,182,584
512,8380417,3.2,hybrid,183,524
512,8380417,3.2,lattice_only,183,540
512,8380417,3.2,hybrid,184,529
512,8380417,3.2,lattice_only,184,559
512,8380417,3.2,hybrid,185,555
512,8380417,3.2,lattice_only,185,512
512,8380417,3.2,hybrid,186,594
512,8380417,3.2,lattice_only,186,525
512,8380417,3.2,hybrid,187,554
512,8380417,3.2,lattice_only,187,517
512,8380417,3.2,hybrid,188,569
512,8380417,3.2,lattice_only,188,544
512,8380417,3.2,hybrid,189,544
512,8380417,3.2,lattice_only,189,578
512,8380417,3.2,hybrid,190,548
512,8380417,3.2,lattice_only,190,542
512,8380417,3.2,hybrid,191,529
512,8380417,3.2,lattice_only,191,557
512,8380417,3.2,hybrid,192,530
512,8380417,3.2,lattice_only,192,535
512,8380417,3.2,hybrid,193,591
512,8380417,3.2,lattice_only,193,527
512,8380417,3.2,hybrid,194,560
512,8380417,3.2,lattice_only,194,524
512,8380417,3.2,hybrid,195,575
512,8380417,3.2,lattice_only,195,518
512,8380417,3.2,hybrid,196,547
512,8380417,3.2,lattice_only,196,591
512,8380417,3.2,hybrid,197,543
512,8380417,3.2,lattice_only,197,543
512,8380417,3.2,hybrid,198,550
512,8380417,3.2,lattice_only,198,535
512,8380417,3.2,hybrid,199,529
512,8380417,3.2,lattice_only,199,535
512,8380417,3.2,hybrid,200,606
512,8380417,3.2,lattice_only,200,536
512,8380417,3.2,hybrid,201,555
512,8380417,3.2,lattice_only,201,540
512,8380417,3.2,hybrid,202,547
512,8380417,3.2,lattice_only,202,518
512,8380417,3.2,hybrid,203,549
512,8380417,3.2,lattice_only,203,580
512,8380417,3.2,hybrid,204,537
512,8380417,3.2,lattice_only,204,540
512,8380417,3.2,hybrid,205,537
512,8380417,3.2,lattice_only,205,543
512,8380417,3.2,hybrid,206,568
512,8380417,3.2,lattice_only,206,553
512,8380417,3.2,hybrid,207,622
512,8380417,3.2,lattice_only,207,511
512,8380417,3.2,hybrid,208,555
512,8380417,3.2,lattice_only,208,510
512,8380417,3.2,hybrid,209,566
512,8380417,3.2,lattice_only,209,532
512,8380417,3.2,hybrid,210,564
512,8380417,3.2,lattice_only,210,596
512,8380417,3.2,hybrid,211,523
512,8380417,3.2,lattice_only,211,542
512,8380417,3.2,hybrid,212,566
512,8380417,3.2,lattice_only,212,561
512,8380417,3.2,hybrid,213,534
512,8380417,3.2,lattice_only,213,536
512,8380417,3.2,hybrid,214,595
512,8380417,3.2,lattice_only,214,534
512,8380417,3.2,hybrid,215,556
512,8380417,3.2,lattice_only,215,516
512,8380417,3.2,hybrid,216,546
512,8380417,3.2,lattice_only,216,520
512,8380417,3.2,hybrid,217,574
512,8380417,3.2,lattice_only,217,589
512,8380417,3.2,hybrid,218,537
512,8380417,3.2,lattice_only,218,547
512,8380417,3.2,hybrid,219,523
512,8380417,3.2,lattice_only,219,564
512,8380417,3.2,hybrid,220,536
512,8380417,3.2,lattice_only,220,559
512,8380417,3.2,hybrid,221,606
512,8380417,3.2,lattice_only,221,511
512,8380417,3.2,hybrid,222,555
512,8380417,3.2,lattice_only,222,535
512,8380417,3.2,hybrid,223,595
512,8380417,3.2,lattice_only,223,538
512,8380417,3.2,hybrid,224,524
512,8380417,3.2,lattice_only,224,584
512,8380417,3.2,hybrid,225,524
512,8380417,3.2,lattice_only,225,543
512,8380417,3.2,hybrid,226,529
512,8380417,3.2,lattice_only,226,557
512,8380417,3.2,hybrid,227,535
512,8380417,3.2,lattice_only,227,539
512,8380417,3.2,hybrid,228,600
512,8380417,3.2,lattice_only,228,516
512,8380417,3.2,hybrid,229,564
512,8380417,3.2,lattice_only,229,517
512,8380417,3.2,hybrid,230,548
512,8380417,3.2,lattice_only,230,539
512,8380417,3.2,hybrid,231,569
512,8380417,3.2,lattice_only,231,587
512,8380417,3.2,hybrid,232,547
512,8380417,3.2,lattice_only,232,548
512,8380417,3.2,hybrid,233,529
512,8380417,3.2,lattice_only,233,536
512,8380417,3.2,hybrid,234,529
512,8380417,3.2,lattice_only,234,535
512,8380417,3.2,hybrid,235,592
512,8380417,3.2,lattice_only,235,536
512,8380417,3.2,hybrid,236,566
512,8380417,3.2,lattice_only,236,511
512,8380417,3.2,hybrid,237,585
512,8380417,3.2,lattice_only,237,517
512,8380417,3.2,hybrid,238,572
512,8380417,3.2,lattice_only,238,599
512,8380417,3.2,hybrid,239,546
512,8380417,3.2,lattice_only,239,560
512,8380417,3.2,hybrid,240,566
512,8380417,3.2,lattice_only,240,551
512,8380417,3.2,hybrid,241,595
512,8380417,3.2,lattice_only,241,511
512,8380417,3.2,hybrid,242,603
512,8380417,3.2,lattice_only,242,512
512,8380417,3.2,hybrid,243,554
512,8380417,3.2,lattice_only,243,523
512,8380417,3.2,hybrid,244,552
512,8380417,3.2,lattice_only,244,535
512,8380417,3.2,hybrid,245,555
512,8380417,3.2,lattice_only,245,579
512,8380417,3.2,hybrid,246,546
512,8380417,3.2,lattice_only,246,553
512,8380417,3.2,hybrid,247,548
512,8380417,3.2,lattice_only,247,541
512,8380417,3.2,hybrid,248,559
512,8380417,3.2,lattice_only,248,514
512,8380417,3.2,hybrid,249,595
512,8380417,3.2,lattice_only,249,519
512,8380417,3.2,hybrid,250,578
512,8380417,3.2,lattice_only,250,517
512,8380417,3.2,hybrid,251,571
512,8380417,3.2,lattice_only,251,523
512,8380417,3.2,hybrid,252,548
512,8380417,3.2,lattice_only,252,584
512,8380417,3.2,hybrid,253,524
512,8380417,3.2,lattice_only,253,544
512,8380417,3.2,hybrid,254,545
512,8380417,3.2,lattice_only,254,553
512,8380417,3.2,hybrid,255,529
512,8380417,3.2,lattice_only,255,536
512,8380417,3.2,hybrid,256,592
512,8380417,3.2,lattice_only,256,512
512,8380417,3.2,hybrid,257,553
512,8380417,3.2,lattice_only,257,534
512,8380417,3.2,hybrid,258,560
512,8380417,3.2,lattice_only,258,542
512,8380417,3.2,hybrid,259,553
512,8380417,3.2,lattice_only,259,583
512,8380417,3.2,hybrid,260,547
512,8380417,3.2,lattice_only,260,545
512,8380417,3.2,hybrid,261,549
512,8380417,3.2,lattice_only,261,562
512,8380417,3.2,hybrid,262,538
512,8380417,3.2,lattice_only,262,535
512,8380417,3.2,hybrid,263,594
512,8380417,3.2,lattice_only,263,525
512,8380417,3.2,hybrid,264,558
512,8380417,3.2,lattice_only,264,511
512,8380417,3.2,hybrid,265,546
512,8380417,3.2,lattice_only,265,531
512,8380417,3.2,hybrid,266,548
512,8380417,3.2,lattice_only,266,601
512,8380417,3.2,hybrid,267,524
512,8380417,3.2,lattice_only,267,562
512,8380417,3.2,hybrid,268,524
512,8380417,3.2,lattice_only,268,541
512,8380417,3.2,hybrid,269,553
512,8380417,3.2,lattice_only,269,535
512,8380417,3.2,hybrid,270,621
512,8380417,3.2,lattice_only,270,538
512,8380417,3.2,hybrid,271,555
512,8380417,3.2,lattice_only,271,524
512,8380417,3.2,hybrid,272,560
512,8380417,3.2,lattice_only,272,531
512,8380417,3.2,hybrid,273,567
512,8380417,3.2,lattice_only,273,586
512,8380417,3.2,hybrid,274,524
512,8380417,3.2,lattice_only,274,546
512,8380417,3.2,hybrid,275,532
512,8380417,3.2,lattice_only,275,561
512,8380417,3.2,hybrid,276,542
512,8380417,3.2,lattice_only,276,536
512,8380417,3.2,hybrid,277,604
512,8380417,3.2,lattice_only,277,531
512,8380417,3.2,hybrid,278,554
512,8380417,3.2,lattice_only,278,512
512,8380417,3.2,hybrid,279,574
512,8380417,3.2,lattice_only,279,534
512,8380417,3.2,hybrid,280,552
512,8380417,3.2,lattice_only,280,596
512,8380417,3.2,hybrid,281,537
512,8380417,3.2,lattice_only,281,542
512,8380417,3.2,hybrid,282,524
512,8380417,3.2,lattice_only,282,548
512,8380417,3.2,hybrid,283,530
512,8380417,3.2,lattice_only,283,549
512,8380417,3.2,hybrid,284,598
512,8380417,3.2,lattice_only,284,512
512,8380417,3.2,hybrid,285,555
512,8380417,3.2,lattice_only,285,511
512,8380417,3.2,hybrid,286,576
512,8380417,3.2,lattice_only,286,533
512,8380417,3.2,hybrid,287,572
512,8380417,3.2,lattice_only,287,582
512,8380417,3.2,hybrid,288,526
512,8380417,3.2,lattice_only,288,541
512,8380417,3.2,hybrid,289,537
512,8380417,3.2,lattice_only,289,565
512,8380417,3.2,hybrid,290,529
512,8380417,3.2,lattice_only,290,560
512,8380417,3.2,hybrid,291,590
512,8380417,3.2,lattice_only,291,526
512,8380417,3.2,hybrid,292,564
512,8380417,3.2,lattice_only,292,510
512,8380417,3.2,hybrid,293,580
512,8380417,3.2,lattice_only,293,563
512,8380417,3.2,hybrid,294,572
512,8380417,3.2,lattice_only,294,581
512,8380417,3.2,hybrid,295,524
512,8380417,3.2,lattice_only,295,552
512,8380417,3.2,hybrid,296,548
512,8380417,3.2,lattice_only,296,538
512,8380417,3.2,hybrid,297,537
512,8380417,3.2,lattice_only,297,556
512,8380417,3.2,hybrid,298,601
512,8380417,3.2,lattice_only,298,511
512,8380417,3.2,hybrid,299,563
512,8380417,3.2,lattice_only,299,579
512,8380417,3.2,hybrid,300,623
512,8380417,3.2,lattice_only,300,551
512,8380417,3.2,hybrid,301,524
512,8380417,3.2,lattice_only,301,590
512,8380417,3.2,hybrid,302,548
512,8380417,3.2,lattice_only,302,561
512,8380417,3.2,hybrid,303,568
512,8380417,3.2,lattice_only,303,628
512,8380417,3.2,hybrid,304,587
512,8380417,3.2,lattice_only,304,562
512,8380417,3.2,hybrid,305,578
512,8380417,3.2,lattice_only,305,525
512,8380417,3.2,hybrid,306,575
512,8380417,3.2,lattice_only,306,558
512,8380417,3.2,hybrid,307,548
512,8380417,3.2,lattice_only,307,554
512,8380417,3.2,hybrid,308,571
512,8380417,3.2,lattice_only,308,540
512,8380417,3.2,hybrid,309,534
512,8380417,3.2,lattice_only,309,543
512,8380417,3.2,hybrid,310,556
512,8380417,3.2,lattice_only,310,528
512,8380417,3.2,hybrid,311,563
512,8380417,3.2,lattice_only,311,566
512,8380417,3.2,hybrid,312,551
512,8380417,3.2,lattice_only,312,524
512,8380417,3.2,hybrid,313,571
512,8380417,3.2,lattice_only,313,559
512,8380417,3.2,hybrid,314,524
512,8380417,3.2,lattice_only,314,548
512,8380417,3.2,hybrid,315,585
512,8380417,3.2,lattice_only,315,563
512,8380417,3.2,hybrid,316,531
512,8380417,3.2,lattice_only,316,536
512,8380417,3.2,hybrid,317,564
512,8380417,3.2,lattice_only,317,524
512,8380417,3.2,hybrid,318,567
512,8380417,3.2,lattice_only,318,561
512,8380417,3.2,hybrid,319,554
512,8380417,3.2,lattice_only,319,518
512,8380417,3.2,hybrid,320,548
512,8380417,3.2,lattice_only,320,561
512,8380417,3.2,hybrid,321,523
512,8380417,3.2,lattice_only,321,558
512,8380417,3.2,hybrid,322,568
512,8380417,3.2,lattice_only,322,548
512,8380417,3.2,hybrid,323,538
512,8380417,3.2,lattice_only,323,560
512,8380417,3.2,hybrid,324,555
512,8380417,3.2,lattice_only,324,510
512,8380417,3.2,hybrid,325,559
512,8380417,3.2,lattice_only,325,559
512,8380417,3.2,hybrid,326,581
512,8380417,3.2,lattice_only,326,538
512,8380417,3.2,hybrid,327,574
512,8380417,3.2,lattice_only,327,540
512,8380417,3.2,hybrid,328,537
512,8380417,3.2,lattice_only,328,543
512,8380417,3.2,hybrid,329,578
512,8380417,3.2,lattice_only,329,538
512,8380417,3.2,hybrid,330,537
512,8380417,3.2,lattice_only,330,559
512,8380417,3.2,hybrid,331,572
512,8380417,3.2,lattice_only,331,511
512,8380417,3.2,hybrid,332,556
512,8380417,3.2,lattice_only,332,555
512,8380417,3.2,hybrid,333,574
512,8380417,3.2,lattice_only,333,535
512,8380417,3.2,hybrid,334,549
512,8380417,3.2,lattice_only,334,607
512,8380417,3.2,hybrid,335,525
512,8380417,3.2,lattice_only,335,543
512,8380417,3.2,hybrid,336,574
512,8380417,3.2,lattice_only,336,562
512,8380417,3.2,hybrid,337,574
512,8380417,3.2,lattice_only,337,516
512,8380417,3.2,hybrid,338,554
512,8380417,3.2,lattice_only,338,511
512,8380417,3.2,hybrid,339,577
512,8380417,3.2,lattice_only,339,575
512,8380417,3.2,hybrid,340,578
512,8380417,3.2,lattice_only,340,552
512,8380417,3.2,hybrid,341,523
512,8380417,3.2,lattice_only,341,562
512,8380417,3.2,hybrid,342,537
512,8380417,3.2,lattice_only,342,541
512,8380417,3.2,hybrid,343,568
512,8380417,3.2,lattice_only,343,562
512,8380417,3.2,hybrid,344,557
512,8380417,3.2,lattice_only,344,511
512,8380417,3.2,hybrid,345,554
512,8380417,3.2,lattice_only,345,525
512,8380417,3.2,hybrid,346,557
512,8380417,3.2,lattice_only,346,563
512,8380417,3.2,hybrid,347,554
512,8380417,3.2,lattice_only,347,534
512,8380417,3.2,hybrid,348,577
512,8380417,3.2,lattice_only,348,562
512,8380417,3.2,hybrid,349,535
512,8380417,3.2,lattice_only,349,543
512,8380417,3.2,hybrid,350,568
512,8380417,3.2,lattice_only,350,561
512,8380417,3.2,hybrid,351,557
512,8380417,3.2,lattice_only,351,536
512,8380417,3.2,hybrid,352,552
512,8380417,3.2,lattice_only,352,511
512,8380417,3.2,hybrid,353,554
512,8380417,3.2,lattice_only,353,562
512,8380417,3.2,hybrid,354,573
512,8380417,3.2,lattice_only,354,517
512,8380417,3.2,hybrid,355,547
512,8380417,3.2,lattice_only,355,557
512,8380417,3.2,hybrid,356,547
512,8380417,3.2,lattice_only,356,563
512,8380417,3.2,hybrid,357,569
512,8380417,3.2,lattice_only,357,539
512,8380417,3.2,hybrid,358,546
512,8380417,3.2,lattice_only,358,510
512,8380417,3.2,hybrid,359,562
512,8380417,3.2,lattice_only,359,531
512,8380417,3.2,hybrid,360,689
512,8380417,3.2,lattice_only,360,640
512,8380417,3.2,hybrid,361,547
512,8380417,3.2,lattice_only,361,556
512,8380417,3.2,hybrid,362,529
512,8380417,3.2,lattice_only,362,548
512,8380417,3.2,hybrid,363,549
512,8380417,3.2,lattice_only,363,566
512,8380417,3.2,hybrid,364,600
512,8380417,3.2,lattice_only,364,537
512,8380417,3.2,hybrid,365,558
512,8380417,3.2,lattice_only,365,514
512,8380417,3.2,hybrid,366,579
512,8380417,3.2,lattice_only,366,520
512,8380417,3.2,hybrid,367,570
512,8380417,3.2,lattice_only,367,612
512,8380417,3.2,hybrid,368,530
512,8380417,3.2,lattice_only,368,546
512,8380417,3.2,hybrid,369,550
512,8380417,3.2,lattice_only,369,537
512,8380417,3.2,hybrid,370,539
512,8380417,3.2,lattice_only,370,537
512,8380417,3.2,hybrid,371,600
512,8380417,3.2,lattice_only,371,513
512,8380417,3.2,hybrid,372,576
512,8380417,3.2,lattice_only,372,514
512,8380417,3.2,hybrid,373,588
512,8380417,3.2,lattice_only,373,532
512,8380417,3.2,hybrid,374,574
512,8380417,3.2,lattice_only,374,599
512,8380417,3.2,hybrid,375,527
512,8380417,3.2,lattice_only,375,546
512,8380417,3.2,hybrid,376,533
512,8380417,3.2,lattice_only,376,539
512,8380417,3.2,hybrid,377,535
512,8380417,3.2,lattice_only,377,541
512,8380417,3.2,hybrid,378,605
512,8380417,3.2,lattice_only,378,522
512,8380417,3.2,hybrid,379,559
512,8380417,3.2,lattice_only,379,518
512,8380417,3.2,hybrid,380,558
512,8380417,3.2,lattice_only,380,552
512,8380417,3.2,hybrid,381,554
512,8380417,3.2,lattice_only,381,584
512,8380417,3.2,hybrid,382,546
512,8380417,3.2,lattice_only,382,544
512,8380417,3.2,hybrid,383,524
512,8380417,3.2,lattice_only,383,545
512,8380417,3.2,hybrid,384,541
512,8380417,3.2,lattice_only,384,568
512,8380417,3.2,hybrid,385,594
512,8380417,3.2,lattice_only,385,538
512,8380417,3.2,hybrid,386,557
512,8380417,3.2,lattice_only,386,533
512,8380417,3.2,hybrid,387,572
512,8380417,3.2,lattice_only,387,517
512,8380417,3.2,hybrid,388,548
512,8380417,3.2,lattice_only,388,580
512,8380417,3.2,hybrid,389,551
512,8380417,3.2,lattice_only,389,544
512,8380417,3.2,hybrid,390,544
512,8380417,3.2,lattice_only,390,536
512,8380417,3.2,hybrid,391,556
512,8380417,3.2,lattice_only,391,540
512,8380417,3.2,hybrid,392,627
512,8380417,3.2,lattice_only,392,513
512,8380417,3.2,hybrid,393,555
512,8380417,3.2,lattice_only,393,534
512,8380417,3.2,hybrid,394,551
512,8380417,3.2,lattice_only,394,527
512,8380417,3.2,hybrid,395,570
512,8380417,3.2,lattice_only,395,591
512,8380417,3.2,hybrid,396,548
512,8380417,3.2,lattice_only,396,555
512,8380417,3.2,hybrid,397,530
512,8380417,3.2,lattice_only,397,555
512,8380417,3.2,hybrid,398,557
512,8380417,3.2,lattice_only,398,535
512,8380417,3.2,hybrid,399,592
512,8380417,3.2,lattice_only,399,511
512,8380417,3.2,hybrid,400,574
512,8380417,3.2,lattice_only,400,540
512,8380417,3.2,hybrid,401,580
512,8380417,3.2,lattice_only,401,547
512,8380417,3.2,hybrid,402,533
512,8380417,3.2,lattice_only,402,584
512,8380417,3.2,hybrid,403,547
512,8380417,3.2,lattice_only,403,541
512,8380417,3.2,hybrid,404,542
512,8380417,3.2,lattice_only,404,535
512,8380417,3.2,hybrid,405,575
512,8380417,3.2,lattice_only,405,511
512,8380417,3.2,hybrid,406,592
512,8380417,3.2,lattice_only,406,526
512,8380417,3.2,hybrid,407,554
512,8380417,3.2,lattice_only,407,536
512,8380417,3.2,hybrid,408,548
512,8380417,3.2,lattice_only,408,524
512,8380417,3.2,hybrid,409,524
512,8380417,3.2,lattice_only,409,590
512,8380417,3.2,hybrid,410,548
512,8380417,3.2,lattice_only,410,565
512,8380417,3.2,hybrid,411,556
512,8380417,3.2,lattice_only,411,536
512,8380417,3.2,hybrid,412,554
512,8380417,3.2,lattice_only,412,537
512,8380417,3.2,hybrid,413,592
512,8380417,3.2,lattice_only,413,511
512,8380417,3.2,hybrid,414,580
512,8380417,3.2,lattice_only,414,537
512,8380417,3.2,hybrid,415,547
512,8380417,3.2,lattice_only,415,545
512,8380417,3.2,hybrid,416,523
512,8380417,3.2,lattice_only,416,579
512,8380417,3.2,hybrid,417,547
512,8380417,3.2,lattice_only,417,566
512,8380417,3.2,hybrid,418,547
512,8380417,3.2,lattice_only,418,552
512,8380417,3.2,hybrid,419,557
512,8380417,3.2,lattice_only,419,511
512,8380417,3.2,hybrid,420,591
512,8380417,3.2,lattice_only,420,511
512,8380417,3.2,hybrid,421,553
512,8380417,3.2,lattice_only,421,529
512,8380417,3.2,hybrid,422,559
512,8380417,3.2,lattice_only,422,526
512,8380417,3.2,hybrid,423,548
512,8380417,3.2,lattice_only,423,610
512,8380417,3.2,hybrid,424,547
512,8380417,3.2,lattice_only,424,541
512,8380417,3.2,hybrid,425,550
512,8380417,3.2,lattice_only,425,534
512,8380417,3.2,hybrid,426,544
512,8380417,3.2,lattice_only,426,511
512,8380417,3.2,hybrid,427,601
512,8380417,3.2,lattice_only,427,512
512,8380417,3.2,hybrid,428,554
512,8380417,3.2,lattice_only,428,540
512,8380417,3.2,hybrid,429,547
512,8380417,3.2,lattice_only,429,540
512,8380417,3.2,hybrid,430,571
512,8380417,3.2,lattice_only,430,579
512,8380417,3.2,hybrid,431,547
512,8380417,3.2,lattice_only,431,550
512,8380417,3.2,hybrid,432,549
512,8380417,3.2,lattice_only,432,559
512,8380417,3.2,hybrid,433,542
512,8380417,3.2,lattice_only,433,511
512,8380417,3.2,hybrid,434,603
512,8380417,3.2,lattice_only,434,512
512,8380417,3.2,hybrid,435,579
512,8380417,3.2,lattice_only,435,527
512,8380417,3.2,hybrid,436,558
512,8380417,3.2,lattice_only,436,519
512,8380417,3.2,hybrid,437,563
512,8380417,3.2,lattice_only,437,582
512,8380417,3.2,hybrid,438,525
512,8380417,3.2,lattice_only,438,579
512,8380417,3.2,hybrid,439,547
512,8380417,3.2,lattice_only,439,560
512,8380417,3.2,hybrid,440,555
512,8380417,3.2,lattice_only,440,524
512,8380417,3.2,hybrid,441,594
512,8380417,3.2,lattice_only,441,511
512,8380417,3.2,hybrid,442,577
512,8380417,3.2,lattice_only,442,541
512,8380417,3.2,hybrid,443,551
512,8380417,3.2,lattice_only,443,517
512,8380417,3.2,hybrid,444,523
512,8380417,3.2,lattice_only,444,583
512,8380417,3.2,hybrid,445,550
512,8380417,3.2,lattice_only,445,566
512,8380417,3.2,hybrid,446,539
512,8380417,3.2,lattice_only,446,535
512,8380417,3.2,hybrid,447,575
512,8380417,3.2,lattice_only,447,532
512,8380417,3.2,hybrid,448,622
512,8380417,3.2,lattice_only,448,525
512,8380417,3.2,hybrid,449,577
512,8380417,3.2,lattice_only,449,536
512,8380417,3.2,hybrid,450,559
512,8380417,3.2,lattice_only,450,543
512,8380417,3.2,hybrid,451,537
512,8380417,3.2,lattice_only,451,547
512,8380417,3.2,hybrid,452,547
512,8380417,3.2,lattice_only,452,555
512,8380417,3.2,hybrid,453,529
512,8380417,3.2,lattice_only,453,552
512,8380417,3.2,hybrid,454,569
512,8380417,3.2,lattice_only,454,569
512,8380417,3.2,hybrid,455,570
512,8380417,3.2,lattice_only,455,539
512,8380417,3.2,hybrid,456,547
512,8380417,3.2,lattice_only,456,529
512,8380417,3.2,hybrid,457,572
512,8380417,3.2,lattice_only,457,542
512,8380417,3.2,hybrid,458,561
512,8380417,3.2,lattice_only,458,543
512,8380417,3.2,hybrid,459,530
512,8380417,3.2,lattice_only,459,560
512,8380417,3.2,hybrid,460,544
512,8380417,3.2,lattice_only,460,560
512,8380417,3.2,hybrid,461,554
512,8380417,3.2,lattice_only,461,567
512,8380417,3.2,hybrid,462,580
512,8380417,3.2,lattice_only,462,537
512,8380417,3.2,hybrid,463,551
512,8380417,3.2,lattice_only,463,518
512,8380417,3.2,hybrid,464,523
512,8380417,3.2,lattice_only,464,555
512,8380417,3.2,hybrid,465,561
512,8380417,3.2,lattice_only,465,573
512,8380417,3.2,hybrid,466,548
512,8380417,3.2,lattice_only,466,534
512,8380417,3.2,hybrid,467,602
512,8380417,3.2,lattice_only,467,525
512,8380417,3.2,hybrid,468,560
